0.8 ms Current
----------------------------------------
Domain, Current
Domain, Voltage
0.0,9.63712076145
0.0001,9.16701730967
0.0002,8.71984573359
0.0003,8.29448740512
0.0004,7.88987826341
0.0005,7.505006153
0.0006,7.13890829188
0.0007,6.79066886301
0.0008,6.45941672335
0.0009,6.14432322465
0.001,5.84460014052
0.0011,5.55949769464
0.0012,5.28830268514
0.0013,5.0303367005
0.0014,4.78495442243
0.0015,4.55154201158
0.0016,4.32951557199
0.0017,4.11831969043
0.0018,3.91742604699
0.0019,3.72633209348
0.002,3.54455979624
0.0021,3.37165444033
0.0022,3.20718349202
0.0023,3.0507355168
0.0024,2.90191915012
0.0025,2.76036211841
0.0026,2.62571030776
0.0027,2.49762687811
0.0028,2.37579142064
0.0029,2.25989915622
0.003,2.14966017299
0.0031,2.04479870114
0.0032,1.94505242303
0.0033,1.85017181703
0.0034,1.75991953327
0.0035,1.67406979994
0.0036,1.59240785848
0.0037,1.51472942636
0.0038,1.44084018605
0.0039,1.37055529893
0.004,1.30369894288
0.0041,1.2401038725
0.0042,1.17961100067
0.0043,1.12206900063
0.0044,1.06733392743
0.0045,1.0152688578
0.0046,0.965743547665
0.0047,0.918634106316
0.0048,0.873822686496
0.0049,0.831197189593
0.005,0.790650985223
0.0051,0.75208264448
0.0052,0.715395686213
0.0053,0.680498335666
0.0054,0.647303294902
0.0055,0.615727524419
0.0056,0.585692035423
0.0057,0.557121692231
0.0058,0.529945024318
0.0059,0.504094047522
0.006,0.479504093984
0.0061,0.456113650375
0.0062,0.433864204015
0.0063,0.412700096502
0.0064,0.392568384478
0.0065,0.373418707186
0.0066,0.355203160494
0.0067,0.337876177056
0.0068,0.321394412321
0.0069,0.30571663611
0.007,0.290803629471
0.0071,0.27661808657
0.0072,0.263124521371
0.0073,0.250289178865
0.0074,0.238079950628
0.0075,0.2264662945
0.0076,0.215419158183
0.0077,0.204910906564
0.0078,0.194915252585
0.0079,0.185407191484
0.008,0.176362938241
0.0081,0.167759868082
0.0082,0.159576459883
0.0083,0.151792242328
0.0084,0.144387742702
0.0085,0.13734443818
0.0086,0.130644709488
0.0087,0.124271796831
0.0088,0.118209757961
0.0089,0.112443428304
0.009,0.106958383021
0.0091,0.101740900922
0.0092,0.0967779301457
0.0093,0.0920570555044
0.0094,0.087566467431
0.0095,0.0832949324344
0.0096,0.0792317649986
0.0097,0.0753668008523
0.0098,0.0716903715424
0.0099,0.0681932802477
0.01,0.0648667787722
0.0101,0.0648667787722
